primary_label,filename,duration,clip_start_time
rocpig,rocpig/XC475650.ogg,17.215,0
junbab2,junbab2/XC404167.ogg,90.828,75
orihob2,orihob2/XC678427.ogg,16.008,0
rerswa1,rerswa1/XC390250.ogg,96.601,15
comgre,comgre/XC547944.ogg,17.58,15
grewar3,grewar3/XC185063.ogg,32.993,25
bkskit1,bkskit1/XC350260.ogg,7.549,5
whiter2,whiter2/XC580160.ogg,78.002,20
asbfly,asbfly/XC347938.ogg,33.646,5
grywag,grywag/XC421778.ogg,192.912,160
litspi1,litspi1/XC654426.ogg,49.763,0
comgre,comgre/XC664805.ogg,26.904,15
grtdro1,grtdro1/XC428613.ogg,43.624,0
blrwar1,blrwar1/XC492503.ogg,434.678,85
barswa,barswa/XC380526.ogg,141.27,45
eucdov,eucdov/XC657884.ogg,9.024,5
inbrob1,inbrob1/XC401204.ogg,81.241,60
blrwar1,blrwar1/XC568493.ogg,998.452,280
bkwsti,bkwsti/XC283847.ogg,11.18,0
blrwar1,blrwar1/XC826787.ogg,4670.642,1780
zitcis1,zitcis1/XC432674.ogg,16.039,15
litgre1,litgre1/XC540723.ogg,52.558,15
comgre,comgre/XC804943.ogg,515.256,455
brnshr,brnshr/XC115433.ogg,6.96,0
comros,comros/XC807051.ogg,316.314,95
houspa,houspa/XC642792.ogg,102.322,30
commoo3,commoo3/XC349223.ogg,824.895,360
thbwar1,thbwar1/XC266177.ogg,267.677,240
whbwat1,whbwat1/XC650149.ogg,161.064,40
zitcis1,zitcis1/XC633692.ogg,103.656,35
thbwar1,thbwar1/XC803371.ogg,67.284,40
spoowl1,spoowl1/XC572904.ogg,35.631,25
graher1,graher1/XC313107.ogg,718.42,275
hoopoe,hoopoe/XC570576.ogg,217.313,70
comsan,comsan/XC584609.ogg,599.902,435
hoopoe,hoopoe/XC785863.ogg,43.615,10
houspa,houspa/XC347366.ogg,177.768,40
comgre,comgre/XC190514.ogg,192.653,180
litspi1,litspi1/XC296441.ogg,129.48,110
comkin1,comkin1/XC691421.ogg,28.551,10
grecou1,grecou1/XC277459.ogg,48.797,10
zitcis1,zitcis1/XC561306.ogg,54.962,10
shikra1,shikra1/XC145288.ogg,76.272,40
crseag1,crseag1/XC150734.ogg,49.711,15
categr,categr/XC45473.ogg,7.314,0
blrwar1,blrwar1/XC113343.ogg,141.672,85
junowl1,junowl1/XC507441.ogg,147.12,75
rerswa1,rerswa1/XC701890.ogg,163.265,15
whtkin2,whtkin2/XC477294.ogg,30.093,0
blrwar1,blrwar1/XC564175.ogg,588.147,250
grecou1,grecou1/XC289199.ogg,40.229,40
commyn,commyn/XC318687.ogg,8.098,0
indrob1,indrob1/XC73391.ogg,156.134,5
labcro1,labcro1/XC42631.ogg,53.995,45
inbrob1,inbrob1/XC681624.ogg,22.23,0
blrwar1,blrwar1/XC652110.ogg,55.353,45
grewar3,grewar3/XC684274.ogg,44.487,0
zitcis1,zitcis1/XC633271.ogg,52.976,15
btbeat1,btbeat1/XC665307.ogg,61.205,15
barswa,barswa/XC566676.ogg,11.616,10
grnwar1,grnwar1/XC567044.ogg,58.848,10
comgre,comgre/XC674487.ogg,70.844,65
comgre,comgre/XC190514.ogg,192.653,190
asbfly,asbfly/XC827640.ogg,76.49,65
rorpar,rorpar/XC656950.ogg,52.656,40
grewar3,grewar3/XC183688.ogg,35.291,5
whbwag1,whbwag1/XC787058.ogg,10.631,10
commoo3,commoo3/XC509416.ogg,26.07,5
grywag,grywag/XC482992.ogg,114.984,40
comtai1,comtai1/XC293542.ogg,10.266,0
blhori1,blhori1/XC417255.ogg,14.759,0
insbab1,insbab1/XC202648.ogg,103.105,20
rorpar,rorpar/XC784680.ogg,54.596,45
pursun3,pursun3/XC698980.ogg,13.944,10
inbrob1,inbrob1/XC583991.ogg,210.864,120
blrwar1,blrwar1/XC572385.ogg,2245.272,870
houspa,houspa/XC167597.ogg,116.715,20
woosan,woosan/XC647847.ogg,11.702,5
rocpig,rocpig/XC500496.ogg,20.376,5
commoo3,commoo3/XC552008.ogg,42.475,35
grecou1,grecou1/XC453348.ogg,148.114,100
oripip1,oripip1/XC468470.ogg,82.536,0
blrwar1,blrwar1/XC347280.ogg,44.513,5
rewlap1,rewlap1/XC665480.ogg,109.714,5
eucdov,eucdov/XC234418.ogg,170.88,155
bcnher,bcnher/XC798556.ogg,99.048,5
graher1,graher1/XC73272.ogg,18.338,15
blrwar1,blrwar1/XC656128.ogg,136.56,50
thbwar1,thbwar1/XC117085.ogg,17.11,0
zitcis1,zitcis1/XC768494.ogg,46.656,20
blrwar1,blrwar1/XC569385.ogg,1144.944,1070
grejun2,grejun2/XC603116.ogg,110.42,5
blrwar1,blrwar1/XC659665.ogg,120.869,0
zitcis1,zitcis1/XC341142.ogg,494.785,390
blrwar1,blrwar1/XC650323.ogg,158.976,105
barswa,barswa/XC457818.ogg,35.712,5
woosan,woosan/XC476067.ogg,40.568,40
inbrob1,inbrob1/XC594291.ogg,29.184,0
eucdov,eucdov/XC668870.ogg,1144.555,985
houspa,houspa/XC729378.ogg,17.568,5
forwag1,forwag1/XC473791.ogg,41.088,10
grejun2,grejun2/XC574318.ogg,70.008,25
blakit1,blakit1/XC579213.ogg,13.344,5
brcful1,brcful1/XC214140.ogg,181.992,55
grbeat1,grbeat1/XC291823.ogg,30.171,15
brcful1,brcful1/XC789886.ogg,47.7,35
houspa,houspa/XC282280.ogg,392.908,15
asikoe2,asikoe2/XC665229.ogg,22.778,15
sqtbul1,sqtbul1/XC296417.ogg,9.744,5
lirplo,lirplo/XC804198.ogg,26.784,15
graher1,graher1/XC418735.ogg,627.069,60
woosan,woosan/XC431564.ogg,64.705,55
eurcoo,eurcoo/XC783057.ogg,143.984,45
houspa,houspa/XC175621.ogg,119.431,65
rerswa1,rerswa1/XC423906.ogg,34.377,10
rorpar,rorpar/XC604484.ogg,145.056,45
woosan,woosan/XC184466.ogg,65.384,15
sohmyn1,sohmyn1/XC499660.ogg,100.859,0
blhori1,blhori1/XC197599.ogg,74.904,35
blrwar1,blrwar1/XC655525.ogg,203.064,170
blrwar1,blrwar1/XC571560.ogg,1816.152,1000
rerswa1,rerswa1/XC423973.ogg,6.4,0
comros,comros/XC790081.ogg,89.712,15
cohcuc1,cohcuc1/XC396087.ogg,621.264,35
houspa,houspa/XC635443.ogg,168.097,165
indpit1,indpit1/XC343023.ogg,31.608,15
rewbul,rewbul/XC337658.ogg,51.72,15
comgre,comgre/XC724880.ogg,25.338,15
hoopoe,hoopoe/XC617643.ogg,35.109,25
graher1,graher1/XC726331.ogg,126.72,30
litgre1,litgre1/XC472527.ogg,35.186,20
wemhar1,wemhar1/XC291096.ogg,100.937,20
commyn,commyn/XC661228.ogg,248.736,70
comior1,comior1/XC671897.ogg,41.43,10
woosan,woosan/XC749410.ogg,61.936,5
wemhar1,wemhar1/XC696873.ogg,50.599,0
woosan,woosan/XC664809.ogg,183.432,125
eucdov,eucdov/XC279586.ogg,120.168,105
eucdov,eucdov/XC777782.ogg,69.09,65
houcro1,houcro1/XC777634.ogg,14.864,5
hoopoe,hoopoe/XC751138.ogg,160.862,105
eurcoo,eurcoo/XC739146.ogg,26.04,5
comsan,comsan/XC755976.ogg,28.082,10
commoo3,commoo3/XC586136.ogg,51.879,15
commyn,commyn/XC520058.ogg,1370.906,375
comgre,comgre/XC383978.ogg,109.505,25
greegr,greegr/XC669141.ogg,14.952,5
hoopoe,hoopoe/XC325178.ogg,77.112,40
categr,categr/XC485246.ogg,98.09,0
bkwsti,bkwsti/XC564082.ogg,13.296,5
grnsan,grnsan/XC488380.ogg,167.889,20
graher1,graher1/XC261370.ogg,352.366,60
rerswa1,rerswa1/XC423982.ogg,21.29,0
purher1,purher1/XC412510.ogg,179.278,45
whrmun,whrmun/XC711674.ogg,15.984,15
litswi1,litswi1/XC253696.ogg,619.363,190
graher1,graher1/XC788486.ogg,59.576,20
rewlap1,rewlap1/XC572651.ogg,36.96,20
commyn,commyn/XC519762.ogg,439.719,270
blrwar1,blrwar1/XC581983.ogg,245.76,240
comtai1,comtai1/XC542379.ogg,19.722,0
mawthr1,mawthr1/XC490498.ogg,55.301,50
bcnher,bcnher/XC601227.ogg,56.999,15
greegr,greegr/XC161279.ogg,230.544,100
comkin1,comkin1/XC761561.ogg,51.825,30
yebbab1,yebbab1/XC19927.ogg,21.002,15
brwowl1,brwowl1/XC637206.ogg,405.264,375
commoo3,commoo3/XC729080.ogg,319.344,185
whiter2,whiter2/XC480119.ogg,197.496,105
grnwar1,grnwar1/XC561185.ogg,53.656,25
graher1,graher1/XC707306.ogg,63.432,50
brwjac1,brwjac1/XC247318.ogg,5.407,0
grewar3,grewar3/XC576341.ogg,79.848,65
comkin1,comkin1/XC313958.ogg,487.728,165
rocpig,rocpig/XC462611.ogg,38.949,15
litgre1,litgre1/XC570920.ogg,39.576,20
comros,comros/XC651275.ogg,23.484,20
lirplo,lirplo/XC130823.ogg,166.06,140
eurcoo,eurcoo/XC684549.ogg,19.944,15
revbul,revbul/XC671492.ogg,16.196,10
graher1,graher1/XC496723.ogg,274.808,260
blrwar1,blrwar1/XC825876.ogg,1706.788,150
blrwar1,blrwar1/XC731602.ogg,311.832,205
plapri1,plapri1/XC607213.ogg,14.04,0
rorpar,rorpar/XC167779.ogg,143.438,90
purswa3,purswa3/XC667376.ogg,56.088,40
ingori1,ingori1/XC183995.ogg,73.535,70
blrwar1,blrwar1/XC422335.ogg,739.709,455
greegr,greegr/XC705413.ogg,59.256,30
gyhcaf1,gyhcaf1/XC293598.ogg,358.635,45
blakit1,blakit1/XC493737.ogg,99.736,95
lblwar1,lblwar1/XC420968.ogg,70.632,40
barswa,barswa/XC177243.ogg,68.856,15
comgre,comgre/XC64628.ogg,41.091,25
grtdro1,grtdro1/XC150640.ogg,105.718,55
blrwar1,blrwar1/XC481144.ogg,60.096,10
grywag,grywag/XC588720.ogg,15.282,10
rewbul,rewbul/XC268364.ogg,137.535,0
piebus1,piebus1/XC471613.ogg,31.268,0
houspa,houspa/XC457157.ogg,40.608,15
ruftre2,ruftre2/XC122847.ogg,25.678,15
woosan,woosan/XC145348.ogg,136.934,75
gybpri1,gybpri1/XC260257.ogg,16.327,5
graher1,graher1/XC124689.ogg,29.448,20
ashdro1,ashdro1/XC239744.ogg,12.852,0
grywag,grywag/XC369991.ogg,117.708,5
bcnher,bcnher/XC720542.ogg,38.373,5
barswa,barswa/XC690503.ogg,118.491,50
labcro1,labcro1/XC803820.ogg,329.208,320
blrwar1,blrwar1/XC656260.ogg,95.328,60
barswa,barswa/XC418145.ogg,81.685,70
barswa,barswa/XC446455.ogg,117.12,40
asikoe2,asikoe2/XC812732.ogg,53.712,0
grtdro1,grtdro1/XC776598.ogg,25.488,10
sohmyn1,sohmyn1/XC744700.ogg,36.216,0
comior1,comior1/XC793206.ogg,90.72,80
bkskit1,bkskit1/XC353816.ogg,189.388,115
putbab1,putbab1/XC365839.ogg,45.427,40
commyn,commyn/XC585480.ogg,2124.624,1785
lirplo,lirplo/XC814605.ogg,57.482,5
houspa,houspa/XC139770.ogg,221.858,15
grnsan,grnsan/XC368995.ogg,105.874,10
bkwsti,bkwsti/XC310429.ogg,221.832,185
comgre,comgre/XC742913.ogg,63.624,30
grnwar1,grnwar1/XC482685.ogg,117.891,100
barswa,barswa/XC337985.ogg,235.651,100
laudov1,laudov1/XC198588.ogg,56.372,45
commyn,commyn/XC203346.ogg,216.085,5
grewar3,grewar3/XC806047.ogg,1955.52,270
eurcoo,eurcoo/XC557901.ogg,8.698,5
comkin1,comkin1/XC265783.ogg,79.128,70
litgre1,litgre1/XC668971.ogg,12.957,0
barswa,barswa/XC820043.ogg,108.186,30
blrwar1,blrwar1/XC564086.ogg,123.552,15
eucdov,eucdov/XC345877.ogg,6.192,0
litgre1,litgre1/XC776086.ogg,10.971,0
oripip1,oripip1/XC151306.ogg,76.278,15
brcful1,brcful1/XC197746.ogg,82.584,60
blakit1,blakit1/XC192707.ogg,53.748,15
wemhar1,wemhar1/XC709827.ogg,145.704,145
whbwat1,whbwat1/XC712733.ogg,26.184,10
cohcuc1,cohcuc1/XC407431.ogg,125.952,115
comros,comros/XC248131.ogg,101.799,60
litegr,litegr/XC720154.ogg,15.744,15
comior1,comior1/XC775656.ogg,61.032,50
zitcis1,zitcis1/XC797511.ogg,86.72,15
shikra1,shikra1/XC523463.ogg,65.201,25
bkwsti,bkwsti/XC496444.ogg,7.367,0
sohmyn1,sohmyn1/XC192896.ogg,45.9,35
blrwar1,blrwar1/XC660157.ogg,1446.087,850
spodov,spodov/XC519900.ogg,79.882,10
wemhar1,wemhar1/XC262846.ogg,195.892,110
comgre,comgre/XC801580.ogg,5.616,5
houspa,houspa/XC288403.ogg,146.024,35
grewar3,grewar3/XC567553.ogg,306.624,245
graher1,graher1/XC526931.ogg,46.498,30
rocpig,rocpig/XC453907.ogg,202.392,135
litspi1,litspi1/XC29580.ogg,16.927,15
hoopoe,hoopoe/XC823512.ogg,55.876,35
blrwar1,blrwar1/XC826787.ogg,4670.642,190
comkin1,comkin1/XC265783.ogg,79.128,10
yebbul3,yebbul3/XC387132.ogg,17.816,5
blrwar1,blrwar1/XC660157.ogg,1446.087,640
blrwar1,blrwar1/XC765804.ogg,1927.944,1715
indpit1,indpit1/XC453369.ogg,105.926,80
litegr,litegr/XC569463.ogg,22.308,0
graher1,graher1/XC48828.ogg,112.222,35
moipig1,moipig1/XC210497.ogg,65.071,0
barswa,barswa/XC667954.ogg,35.082,15
purher1,purher1/XC572834.ogg,73.273,60
bcnher,bcnher/XC429315.ogg,57.528,35
lblwar1,lblwar1/XC411576.ogg,32.235,10
categr,categr/XC713110.ogg,80.736,70
insbab1,insbab1/XC636403.ogg,61.518,35
blrwar1,blrwar1/XC247643.ogg,238.838,225
zitcis1,zitcis1/XC372504.ogg,20.689,15
whtkin2,whtkin2/XC308560.ogg,43.938,20
commyn,commyn/XC521179.ogg,1757.544,485
grtdro1,grtdro1/XC490550.ogg,15.768,10
hoopoe,hoopoe/XC716753.ogg,333.048,125
houspa,houspa/XC326991.ogg,871.811,350
thbwar1,thbwar1/XC803371.ogg,67.284,5
heswoo1,heswoo1/XC400759.ogg,90.671,20
lewduc1,lewduc1/XC693226.ogg,9.561,5
putbab1,putbab1/XC465684.ogg,125.832,45
crseag1,crseag1/XC19652.ogg,23.432,0
woosan,woosan/XC829104.ogg,47.214,10
categr,categr/XC298147.ogg,58.384,30
blnmon1,blnmon1/XC632296.ogg,67.056,10
grnwar1,grnwar1/XC482688.ogg,85.238,85
barswa,barswa/XC256543.ogg,74.005,20
bkwsti,bkwsti/XC546368.ogg,32.235,25
spepic1,spepic1/XC460097.ogg,359.976,345
houspa,houspa/XC818676.ogg,76.382,5
comgre,comgre/XC829449.ogg,15.304,0
bcnher,bcnher/XC428433.ogg,6.896,5
rewbul,rewbul/XC204236.ogg,49.215,5
comsan,comsan/XC830235.ogg,21.966,5
crseag1,crseag1/XC616811.ogg,135.264,75
commoo3,commoo3/XC808519.ogg,38.659,0
comgre,comgre/XC310520.ogg,33.071,0
eaywag1,eaywag1/XC765236.ogg,10.584,5
comior1,comior1/XC174985.ogg,19.984,0
litegr,litegr/XC807314.ogg,7.009,5
gyhcaf1,gyhcaf1/XC683286.ogg,13.009,0
brodro1,brodro1/XC569936.ogg,35.735,10
houspa,houspa/XC790998.ogg,2113.358,725
blakit1,blakit1/XC378208.ogg,20.715,15
rorpar,rorpar/XC161047.ogg,14.446,5
gyhcaf1,gyhcaf1/XC612681.ogg,49.058,5
houspa,houspa/XC679108.ogg,16.848,5
comgre,comgre/XC672472.ogg,77.304,5
blnmon1,blnmon1/XC507433.ogg,17.4,15
goflea1,goflea1/XC755736.ogg,61.0,35
rewlap1,rewlap1/XC381368.ogg,21.168,15
zitcis1,zitcis1/XC179033.ogg,13.975,5
houspa,houspa/XC459146.ogg,49.92,40
commyn,commyn/XC521179.ogg,1757.544,1475
comtai1,comtai1/XC723910.ogg,42.984,15
houspa,houspa/XC569867.ogg,36.72,15
bkwsti,bkwsti/XC782685.ogg,60.216,15
gryfra,gryfra/XC405322.ogg,40.776,20
eaywag1,eaywag1/XC471744.ogg,17.816,15
litgre1,litgre1/XC567744.ogg,107.363,35
graher1,graher1/XC418735.ogg,627.069,540
lobsun2,lobsun2/XC340975.ogg,42.057,0
brnhao1,brnhao1/XC214645.ogg,49.502,20
eaywag1,eaywag1/XC587640.ogg,9.0,0
houcro1,houcro1/XC596425.ogg,17.112,15
blrwar1,blrwar1/XC343189.ogg,923.638,520
hoopoe,hoopoe/XC312066.ogg,103.001,80
categr,categr/XC463749.ogg,23.641,5
bwfshr1,bwfshr1/XC19572.ogg,12.957,0
comros,comros/XC415119.ogg,48.528,40
grtdro1,grtdro1/XC528891.ogg,31.086,10
tibfly3,tibfly3/XC519466.ogg,147.936,35
comtai1,comtai1/XC163906.ogg,36.672,25
houspa,houspa/XC326675.ogg,871.34,670
zitcis1,zitcis1/XC175399.ogg,26.566,20
litgre1,litgre1/XC709778.ogg,134.784,45
whrmun,whrmun/XC776543.ogg,11.04,0
goflea1,goflea1/XC608665.ogg,35.787,10
grewar3,grewar3/XC420086.ogg,21.995,10
brodro1,brodro1/XC267364.ogg,26.64,0
putbab1,putbab1/XC291079.ogg,302.028,90
blrwar1,blrwar1/XC199300.ogg,180.715,115
ashdro1,ashdro1/XC329164.ogg,89.76,50
revbul,revbul/XC223624.ogg,44.904,0
blrwar1,blrwar1/XC660157.ogg,1446.087,635
whiter2,whiter2/XC265269.ogg,715.964,95
grywag,grywag/XC564937.ogg,103.872,35
houspa,houspa/XC581789.ogg,18.964,0
blrwar1,blrwar1/XC770067.ogg,1432.059,215
rewlap1,rewlap1/XC379632.ogg,110.89,45
blrwar1,blrwar1/XC660157.ogg,1446.087,1275
eucdov,eucdov/XC743744.ogg,233.136,155
whiter2,whiter2/XC446358.ogg,32.235,25
wemhar1,wemhar1/XC333372.ogg,60.944,0
asikoe2,asikoe2/XC779024.ogg,8.698,0
houspa,houspa/XC175621.ogg,119.431,10
indpit1,indpit1/XC141329.ogg,64.235,50
insbab1,insbab1/XC796962.ogg,50.472,45
cohcuc1,cohcuc1/XC331243.ogg,451.422,295
brwowl1,brwowl1/XC768381.ogg,2.496,0
commyn,commyn/XC519659.ogg,2169.678,1090
comfla1,comfla1/XC19643.ogg,18.704,5
whbsho3,whbsho3/XC856478.ogg,300.042,180
rewlap1,rewlap1/XC590070.ogg,44.904,25
commyn,commyn/XC548866.ogg,4486.536,85
whiter2,whiter2/XC545262.ogg,34.032,10
comros,comros/XC659628.ogg,31.848,30
grywag,grywag/XC575901.ogg,12.982,10
stbkin1,stbkin1/XC681280.ogg,25.887,25
hoopoe,hoopoe/XC625440.ogg,574.968,120
barswa,barswa/XC760840.ogg,73.116,35
houspa,houspa/XC315539.ogg,26.184,10
comtai1,comtai1/XC857371.ogg,74.0,20
whiter2,whiter2/XC265269.ogg,715.964,460
comtai1,comtai1/XC623017.ogg,25.13,25
eaywag1,eaywag1/XC481363.ogg,141.696,65
bcnher,bcnher/XC550741.ogg,135.131,80
rewbul,rewbul/XC379640.ogg,214.7,0
bkskit1,bkskit1/XC433771.ogg,434.913,190
shikra1,shikra1/XC209200.ogg,10.005,5
litgre1,litgre1/XC637542.ogg,107.023,75
rossta2,rossta2/XC652557.ogg,25.464,25
rorpar,rorpar/XC541889.ogg,16.416,15
ashpri1,ashpri1/XC665294.ogg,53.656,10
revbul,revbul/XC573353.ogg,57.208,35
kenplo1,kenplo1/XC785271.ogg,9.979,5
lirplo,lirplo/XC809519.ogg,104.635,20
blrwar1,blrwar1/XC420683.ogg,61.248,55
rewbul,rewbul/XC724558.ogg,13.656,0
blrwar1,blrwar1/XC826779.ogg,889.678,730
blrwar1,blrwar1/XC712873.ogg,655.824,655
grecou1,grecou1/XC152924.ogg,75.672,5
comros,comros/XC560259.ogg,444.682,405
spodov,spodov/XC727577.ogg,104.256,90
rossta2,rossta2/XC652557.ogg,25.464,5
comtai1,comtai1/XC747062.ogg,83.568,10
zitcis1,zitcis1/XC581217.ogg,13.035,5
oripip1,oripip1/XC610929.ogg,57.552,45
houspa,houspa/XC859067.ogg,33.306,30
litgre1,litgre1/XC592234.ogg,23.771,0
barswa,barswa/XC317626.ogg,70.818,60
comros,comros/XC656501.ogg,62.088,35
comgre,comgre/XC829333.ogg,14.352,0
grewar3,grewar3/XC652509.ogg,23.457,0
barswa,barswa/XC317816.ogg,47.328,25
plaflo1,plaflo1/XC296443.ogg,13.296,5
brodro1,brodro1/XC284391.ogg,24.059,20
labcro1,labcro1/XC116710.ogg,125.048,30
comros,comros/XC807051.ogg,316.314,255
crseag1,crseag1/XC350206.ogg,189.888,115
houspa,houspa/XC786489.ogg,1381.903,1015
grewar3,grewar3/XC377167.ogg,16.562,0
rorpar,rorpar/XC167779.ogg,143.438,135
pabflo1,pabflo1/XC392178.ogg,43.18,15
wemhar1,wemhar1/XC187397.ogg,75.807,60
commoo3,commoo3/XC546320.ogg,19.331,15
grywag,grywag/XC145210.ogg,35.736,10
grewar3,grewar3/XC421572.ogg,48.953,20
whtkin2,whtkin2/XC381030.ogg,10.005,5
grewar3,grewar3/XC573374.ogg,1019.011,155
graher1,graher1/XC313107.ogg,718.42,50
commyn,commyn/XC519640.ogg,2630.352,1360
thbwar1,thbwar1/XC527355.ogg,82.73,70
commyn,commyn/XC546848.ogg,1086.696,55
copbar1,copbar1/XC460805.ogg,68.728,65
grnsan,grnsan/XC740287.ogg,79.92,5
grywag,grywag/XC527590.ogg,42.292,20
lirplo,lirplo/XC622543.ogg,55.171,30
comsan,comsan/XC646786.ogg,65.645,20
houspa,houspa/XC327006.ogg,871.131,410
blrwar1,blrwar1/XC658348.ogg,144.143,135
grewar3,grewar3/XC568121.ogg,80.065,60
